17520,  3.80
17550,  3.77
17580,  3.83
17610,  3.77
17640,  3.76
17670,  3.73
17700,  3.80
17730,  3.73
17760,  3.79
17790,  3.89
17820,  3.89
17850,  3.87
17880,  3.87
17910,  3.85
17940,  3.90
17970,  3.86
18000,  3.94
18030,  3.89
18060,  3.96
18090,  4.03
18120,  4.03
18150,  3.99
18180,  3.94
18210,  3.95
18240,  3.88
18270,  3.86
18300,  3.89
18330,  3.86
18360,  3.90
18390,  3.97
18420,  3.95
18450,  4.01
18480,  4.07
18510,  4.08
18540,  4.09
18570,  4.13
18600,  4.11
18630,  4.17
18660,  4.12
18690,  4.15
18720,  4.14
18750,  4.19
18780,  4.23
18810,  4.20
18840,  4.30
18870,  4.27
18900,  4.33
18930,  4.33
18960,  4.32
18990,  4.27
19020,  4.35
19050,  4.35
19080,  4.38
19110,  4.34
19140,  4.35
19170,  4.34
19200,  4.38
19230,  4.41
19260,  4.40
19290,  4.47
19320,  4.46
19350,  4.48
19380,  4.40
19410,  4.42
19440,  4.42
19470,  4.40
19500,  4.42
19530,  4.42
19560,  4.50
19590,  4.54
19620,  4.52
19650,  4.56
19680,  4.46
19710,  4.56
19740,  4.48
19770,  4.42
19800,  4.37
19830,  4.35
19860,  4.42
19890,  4.44
19920,  4.44
19950,  4.51
19980,  4.56
20010,  4.56
20040,  4.54
20070,  4.57
20100,  4.68
20130,  4.67
20160,  4.72
20190,  4.70
20220,  4.73
20250,  4.74
20280,  4.72
20310,  4.69
20340,  4.76
20370,  4.76
20400,  4.76
20430,  4.71
20460,  4.78
20490,  4.79
20520,  4.87
20550,  4.84
20580,  4.89
20610,  4.92
20640,  4.89
20670,  4.85
20700,  4.89
20730,  4.86
20760,  4.82
20790,  4.90
20820,  4.89
20850,  4.88
20880,  4.82
20910,  4.81
20940,  4.82
20970,  4.81
21000,  4.82
21030,  4.83
21060,  4.91
21090,  4.89
21120,  4.94
21150,  4.94
21180,  4.98
21210,  4.96
21240,  4.90
21270,  4.81
21300,  4.79
21330,  4.82
21360,  4.84
21390,  4.86
21420,  5.00
21450,  5.06
21480,  5.15
21510,  5.17
21540,  5.14
21570,  5.11
21600,  5.07
21630,  5.10
21660,  5.05
21690,  5.09
21720,  5.02
21750,  4.99
21780,  5.03
21810,  5.04
21840,  5.12
21870,  5.17
21900,  5.20
21930,  5.18
21960,  5.28
21990,  5.33
22020,  5.29
22050,  5.34
22080,  5.31
22110,  5.31
22140,  5.25
22170,  5.24
22200,  5.25
22230,  5.25
22260,  5.23
22290,  5.22
22320,  5.26
22350,  5.27
22380,  5.26
22410,  5.24
22440,  5.28
22470,  5.33
22500,  5.36
22530,  5.36
22560,  5.35
22590,  5.39
22620,  5.43
22650,  5.41
22680,  5.37
22710,  5.45
22740,  5.48
22770,  5.47
22800,  5.50
22830,  5.49
22860,  5.49
22890,  5.41
22920,  5.45
22950,  5.38
22980,  5.52
23010,  5.52
23040,  5.55
23070,  5.57
23100,  5.62
23130,  5.65
23160,  5.63
23190,  5.71
23220,  5.64
23250,  5.66
23280,  5.60
23310,  5.54
23340,  5.67
23370,  5.59
23400,  5.62
23430,  5.61
23460,  5.63
23490,  5.64
23520,  5.75
23550,  5.79
23580,  5.94
23610,  5.76
23640,  5.93
23670,  5.86
23700,  5.79
23730,  5.84
23760,  5.76
23790,  5.69
23820,  5.83
23850,  5.77
23880,  5.59
23910,  5.79
23940,  5.77
23970,  5.83
24000,  5.78
24030,  5.87
24060,  6.01
24090,  6.17
24120,  6.12
24150,  6.08
24180,  6.19
24210,  6.15
24240,  6.11
24270,  6.04
24300,  6.15
24330,  6.07
24360,  6.09
24390,  6.07
24420,  6.07
24450,  5.99
24480,  5.97
24510,  6.23
24540,  6.01
24570,  6.05
24600,  6.12
24630,  6.14
24660,  6.25
24690,  6.16
24720,  6.17
24750,  6.28
24780,  6.25
24810,  6.35
24840,  6.44
24870,  6.55
24900,  6.33
24930,  6.52
24960,  6.44
24990,  6.48
25020,  6.65
25050,  6.40
25080,  6.59
25110,  6.55
25140,  6.46
25170,  6.44
25200,  6.50
25230,  6.53
25260,  6.59
25290,  6.50
25320,  6.65
25350,  6.62
25380,  6.61
25410,  6.86
25440,  6.61
25470,  6.73
25500,  6.53
25530,  6.71
25560,  6.60
25590,  6.51
25620,  6.76
25650,  6.77
25680,  6.83
25710,  6.86
25740,  6.96
25770,  6.92
25800,  6.67
25830,  6.98
25860,  6.91
25890,  6.90
25920,  6.97
25950,  7.17
25980,  6.93
26010,  7.07
26040,  7.08
26070,  7.03
26100,  7.64
26130,  7.21
26160,  7.32
26190,  7.20
26220,  7.23
26250,  6.96
26280,  7.49
26310,  7.14
26340,  7.50
26370,  7.13
26400,  7.30
26430,  7.58
26460,  7.47
26490,  7.44
26520,  7.59
26550,  7.40
26580,  7.39
26610,  7.52
26640,  7.45
26670,  7.57
26700,  7.53
26730,  7.53
26760,  7.23
26790,  7.53
26820,  7.23
26850,  7.59
26880,  7.35
26910,  7.44
26940,  7.65
26970,  7.55
27000,  7.50
27030,  7.33
27060,  7.68
27090,  7.46
27120,  7.72
27150,  7.51
27180,  7.81
27210,  8.15
27240,  7.65
27270,  7.61
27300,  8.10
27330,  8.19
27360,  7.96
27390,  8.39
27420,  7.76
27450,  7.90
27480,  8.05
27510,  7.95
27540,  7.74
27570,  8.43
27600,  8.07
27630,  8.13
27660,  8.14
27690,  7.80
27720,  8.29
27750,  7.80
27780,  8.66
27810,  7.96
27840,  8.42
27870,  8.01
27900,  8.35
27930,  8.31
27960,  8.11
27990,  8.72
28020,  8.63
28050,  8.51
28080,  8.75
28110,  8.47
28140,  8.91
28170,  8.94
28200,  8.74
28230,  8.62
28260,  8.85
28290,  8.79
28320,  8.62
28350,  8.90
28380,  9.27
28410,  9.33
28440,  8.77
28470,  9.41
28500,  9.74
28530,  8.67
28560,  9.15
28590,  9.30
28620,  9.27
28650,  9.37
28680,  8.68
28710, 10.03
28740,  9.21
28770,  9.32
28800,  9.65
28830,  9.89
28860, 10.08
28890,  8.85
28920,  9.88
28950,  9.22
28980,  9.26
29010,  9.53
29040,  9.72
29070,  9.85
29100, 10.06
29130,  9.95
29160,  9.44
29190, 10.39
29220, 10.29
29250, 10.51
29280,  9.95
29310, 10.96
29340, 10.89
29370, 10.12
29400, 10.37
29430, 10.36
29460, 10.55
29490, 10.30
29520, 11.06
29550, 10.18
29580, 11.63
29610, 11.80
29640, 10.31
29670, 11.43
29700, 11.04
29730, 11.53
29760, 11.71
29790, 10.97
29820, 11.79
29850, 12.19
29880, 11.56
29910, 11.23
29940, 11.35
29970, 12.14
30000, 11.22
30030, 12.37
30060, 12.03
30090, 11.99
30120, 11.41
30150, 12.40
30180, 12.30
30210, 12.12
30240, 11.33
30270, 11.48
30300, 12.23
30330, 12.59
30360, 12.49
30390, 12.60
30420, 12.36
30450, 12.69
30480, 11.36
30510, 14.05
30540, 13.07
30570, 12.44
30600, 13.11
30630, 13.70
30660, 13.33
30690, 12.45
30720, 12.61
30750, 13.02
30780, 13.24
30810, 13.10
30840, 13.18
30870, 12.89
30900, 13.26
30930, 14.70
30960, 14.57
30990, 14.18
31020, 14.41
31050, 14.01
31080, 13.17
31110, 14.45
31140, 14.20
31170, 14.54
31200, 14.65
31230, 14.74
31260, 14.32
31290, 14.10
31320, 15.91
31350, 14.24
31380, 15.42
31410, 15.10
31440, 14.91
31470, 15.75
31500, 15.84
31530, 16.24
31560, 15.20
31590, 14.88
31620, 16.24
31650, 16.35
31680, 17.44
31710, 16.00
31740, 15.47
31770, 16.03
31800, 16.77
31830, 16.56
31860, 16.88
31890, 17.45
31920, 16.29
31950, 17.30
31980, 16.95
32010, 15.53
32040, 17.68
